x,y,cluster,_id
0.7123676914520081,0.5489471366357305,1,180
0.6253953865553711,0.5451238806700485,1,181
0.6499093529883794,0.5331376035057387,1,182
0.6194672418258473,0.6301162961392291,1,183
0.6458111315379422,0.614475308138555,1,184
0.591654318576481,0.5686516933348557,1,185
0.6201518708948792,0.5689985700848706,1,186
0.6242076347286322,0.5713516775677306,1,187
0.6165164374662992,0.6391329168637557,1,188
0.6159347681177265,0.5305996400745948,1,189
0.6489084146750507,0.5592925454120384,1,190
0.7173331097232188,0.6536397592523121,1,191
0.6364502884995054,0.5614945059724782,1,192
0.6298120401309393,0.5663344696537214,1,193
0.581237342323026,0.5751020785420302,1,194
0.6058149951810605,0.6221957624492326,1,195
0.6224859783720901,0.6732257906669494,1,196
0.6000747254053641,0.5687169366107205,1,197
0.6529259666537879,0.5740310014299151,1,198
0.6313235312848948,0.5690475025417693,1,199
0.6084452445346433,0.5742136826023369,1,200
0.6231695460007048,0.5711918315418617,1,201
0.6228022876163869,0.5684342157486394,1,202
0.6095310980813403,0.6288831982253829,1,203
0.7046499581792476,0.5767451217058942,1,204
0.6174345834270939,0.5720334698005187,1,205
0.619053280063177,0.5857726163097315,1,206
0.6333890943365785,0.6175123826300651,1,207
0.6237321094217697,0.46318811267513743,1,208
0.6281031210594025,0.5670825925503052,1,209
0.594276076406727,0.5624329217570014,1,210
0.6188749580731036,0.5916738706117101,1,211
0.6158519757651923,0.5502378661099241,1,212
0.6220868767752591,0.5745812197230423,1,213
0.5943408242721703,0.5628069832052934,1,214
0.6225231287866887,0.5363388735748422,1,215
0.6221346415940288,0.5682765444986326,1,216
0.62233206951161,0.5697423434297303,1,217
0.6874280874117412,0.5648436608002088,1,218
0.5946327203868738,0.5587956091275343,1,219
0.6134775335521316,0.5708699647142617,1,220
0.6267041425896599,0.569031191722803,1,221
0.6199024323968598,0.5698554317745628,1,222
0.6416768211133236,0.5230683912639253,1,223
0.6156725923347018,0.5871775215166887,1,224
0.5915747105451983,0.6154332969058376,1,225
0.6778018842690284,0.6091666802590158,1,226
0.5770255467479588,0.46696569834771406,1,227
0.6274651953687231,0.512918712315212,1,228
0.5833538545147307,0.5618196349638716,1,229
0.6452411380339576,0.5737232706454191,1,230
0.6081724543474477,0.5800322954215531,1,231
0.5529552624092999,0.6256569182338645,1,232
0.607131181298269,0.6393569187775585,1,233
0.655426720276484,0.5420041646957761,1,234
0.6562281077913973,0.6288364405443464,1,235
0.6278207779084529,0.5541720356445764,1,236
0.6658076075557575,0.5684124679900178,1,237
0.5340722373890264,0.5920392329565534,1,238
0.6170705093640274,0.5227117280225306,1,239
0.8285699425548446,0.2831297199432383,2,489
0.8302257896055263,0.28995307921077385,2,490
0.8317818612570002,0.29136342135738635,2,491
0.8400685265933282,0.3093140213236773,2,492
0.8316353824794399,0.28746948517618404,2,493
0.8281379363050835,0.2901607703056104,2,494
0.842360176453855,0.3363562717817395,2,495
0.8288353026591205,0.2888841768745209,2,496
0.8685703246733948,0.38372941438722974,2,497
0.7909450640897724,0.21568992045757285,2,498
0.8284340781814553,0.28334937230531676,2,499
0.8353674069859762,0.2929640563919381,2,500
0.8338962505678706,0.2900194098745698,2,501
0.8263027058239113,0.28453353776226437,2,502
0.8309167873170608,0.2883122108227721,2,503
0.8296441202569534,0.29246277055570963,2,504
0.8294880885156393,0.2904326172883807,2,505
0.8714967159033494,0.3770702506972875,2,506
0.8594419370863036,0.3521897274462151,2,507
0.8607963350585278,0.3476161738080869,2,508
0.8333835748464096,0.3077525322546445,2,509
0.8323582234034874,0.28811648099517745,2,510
0.8371092307104433,0.28913645087453177,2,511
0.7963753932636746,0.20714087654341123,2,512
0.8326968228965436,0.2912949159177282,2,513
0.8638278088897757,0.3682026021193191,2,514
0.8257995830662042,0.2677236077356777,2,515
0.8227447575457799,0.2814801524517879,2,516
0.8294063576035223,0.27832455267578987,2,517
0.8382375418738245,0.3165788600912319,2,518
0.8223828063635475,0.2767521897274462,2,519
0.8379265398316131,0.3202498817465625,2,520
0.8403073506871765,0.33145541437635584,2,521
0.8294795969923024,0.2889972652193533,2,522
0.8316757172152899,0.2904695884780375,2,523
0.8330895558508719,0.287896828633099,2,524
0.8249238947220937,0.2632272586406563,2,525
0.8427369878019267,0.3082614298063906,2,526
0.8418602380173992,0.3034932337285988,2,527
0.8557470629943659,0.35135135135135137,2,528
0.829116584369653,0.29488655825408994,2,529
0.8317128676298885,0.28945723031420073,2,530
0.8304911497098022,0.29310759159884087,2,531
0.810177303007273,0.23325993464798533,2,532
0.8266476739594699,0.28943983210730345,2,533
0.8296717177077982,0.30068777286640896,2,534
0.8266253837107108,0.2993394118318681,2,535
0.8270382840329641,0.2728180201927939,2,536
0.8307915373478425,0.2842171078743197,2,537
0.8278800062837273,0.2870258309003028,2,538
0.8216153849419817,0.2857894708226633,2,539
0.8330778800062837,0.30649768658217663,2,540
0.8215761116465489,0.26902412370125106,2,541
0.8248633926183188,0.29088932021943487,2,542
0.8287939064828534,0.29262261658157857,2,543
0.8299880269520951,0.2912796924866931,2,544
0.834442892382679,0.29325112680574356,2,545
0.824825180763303,0.29599895610758614,2,546
0.8502870134887848,0.3269144823761601,2,547
0.8370200697154065,0.2911154969090998,2,548
0.791248636049064,0.21567034747481337,2,549
0.8537982583885636,0.3399772735922404,2,550
0.827017055224622,0.2826893278311504,2,551
0.4081493149463548,0.7968357011205532,3,804
0.4599423000989262,0.7883138419046687,3,805
0.43007867396371574,0.770366504102171,3,806
0.42039409159806224,0.7879995867925862,3,807
0.42483940406489223,0.8010721645000463,3,808
0.516684781916452,0.8783245526757899,3,809
0.4424221645742138,0.879167278322378,3,810
0.4072608893172391,0.7984809190602794,3,811
0.4050159428350649,0.7704437086452778,3,812
0.4076111646548833,0.8061372174830231,3,813
0.36891741568978764,0.707492646539116,3,814
0.41674061368239157,0.7974163662757507,3,815
0.3845481872720557,0.7993834510430768,3,816
0.4214438561705777,0.8000173982068973,3,817
0.4553897821499688,0.8543172019333758,3,818
0.38634945165988055,0.8233483936561788,3,819
0.41864696067150964,0.8106139935952851,3,820
0.4643833668040878,0.8033959125087671,3,821
0.39956969205490617,0.7990974680172025,3,822
0.39320741819478705,0.8030055402415088,3,823
0.41351808057606493,0.7687854420503787,3,824
0.40093364299088435,0.8308992154496078,3,825
0.4004835922540324,0.7518482876358555,3,826
0.40659112041404666,0.8163988973886379,3,827
0.3878736800988413,0.8051672674484985,3,828
0.4137420445040738,0.8512301075970358,3,829
0.3708821419018465,0.8111337650263419,3,830
0.4682087980673293,0.791566219206533,3,831
0.4280905960624806,0.7464374452907947,3,832
0.42529157768257836,0.8020671244569857,3,833
0.42765540549146813,0.8043245418019105,3,834
0.4051061652705187,0.8038134694743023,3,835
0.3971729595930862,0.8137848168023183,3,836
0.3877494915700402,0.8102127474487161,3,837
0.4356236387026651,0.7936833635083484,3,838
0.4213281591651134,0.8217444964578338,3,839
0.4309034131678052,0.8095461786469632,3,840
0.41571632367988653,0.8553328222610057,3,841
0.43959979450513526,0.776636382912786,3,842
0.42029962340094,0.7964823000429518,3,843
0.42159139638855514,0.782998689697543,3,844
0.41973069133737245,0.7877951578615429,3,845
0.39414254720225533,0.8273456316908339,3,846
0.4092012023997045,0.7733731317316109,3,847
0.41929550076635996,0.7859639965856019,3,848
0.37356758615711866,0.8303228998461346,3,849
0.42011387132794686,0.8197697999749901,3,850
0.3907332005825185,0.8288005567426208,3,851
0.4806796615278798,0.8172340113197084,3,852
0.4798719053704639,0.8622170752526818,3,853
0.43843539436757256,0.830875292915124,3,854
0.3681277040194626,0.8166109380351988,3,855
0.4159636392970717,0.7250180778243542,3,856
0.4312420126608613,0.83004670331164,3,857
0.37804474183646175,0.8215215819319621,3,858
0.38819635798564084,0.7255084897812719,3,859
0.3775946910996098,0.824379237414844,3,860
0.44381265152061955,0.797794777275767,3,861
