,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,cluster,_id,actual_cluster,cluster_ids
0,0,0.9056599073999999,1.4848286655,-1.4915724927,1.1552680604,-1.1607418529,1.5928038944,-0.187454869,0.7830840851,0.7368217484999999,-0.3479259997,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32768,2,2
1,1,-0.8448739995000001,-0.8477008593,-1.3575766096000002,0.0785709529,-0.8012362125,-1.4015925061,0.1820534781,0.4596827119,0.2820001766,1.4154241684,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,1,5,2
2,2,-0.866135545,-0.8006740543,-1.4915724927,-0.1445284477,-0.9210714259999999,-1.4625885285,0.1409969951,0.6213833985,0.3672792213,1.3874344831999998,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,2,5,2
3,3,0.8595932257,-0.4808917808,-1.2235807265,1.1552680604,-1.4203848155,1.6095778006,0.3873358932,0.5135829408,0.0830157389,-0.3116430744,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32771,2,2
4,4,0.8347880893999999,-0.5185132246999999,-0.41960542799999995,1.0922182297,-0.0822249317,1.6329596091999998,0.7568442403,-0.0254193479,-0.5423639225,-0.2624019615,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32775,2,2
5,5,0.8241573165999999,-0.4808917808,-1.6255683758000001,0.9903685034,-0.1421425385,1.6390592113999998,0.1820534781,0.6752836273999999,0.3672792213,-0.2499621014,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32776,2,2
6,6,-0.7881765451,-0.7724579714,-0.41960542799999995,0.0252210962,-0.5815383211999999,-1.3375466825,0.4694488592,-0.2410202634,-0.4002321812,1.3900261207,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,10,5,2
7,7,-0.7988073178,0.6853729815999999,-0.8215930773000001,-0.4452276399,0.1175004241,-1.2689261573000001,-0.146398386,1.2681861449,0.9073798379000001,1.3801778982,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,14,5,2
8,8,0.8347880893999999,0.2527263762,-0.41960542799999995,0.4326200018,-0.0822249317,1.6954805322,0.4694488592,1.1064854583,0.25357382829999997,-0.1354117231,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32785,2,2
9,9,0.8347880893999999,0.2433210152,0.1163781044,0.4277700148,-0.0822249317,1.7015801343999999,0.5926183083,1.1064854583,0.0830157389,-0.1224535355,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32786,2,2
10,10,-1.1708843628,-1.3273742696,-1.2235807265,-0.7119769233,-0.7013735346,-1.3095901723,-0.105341903,0.4596827119,0.5094109625,1.0489666232,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,19,5,2
11,11,-1.1815151355,-0.6595936395,-0.5536013111,-0.8817264672,-0.6414559279,-1.2709593581,0.5515618253,-0.0254193479,-0.34337948479999997,1.0360084356,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,21,5,2
12,12,0.7532854984999999,-0.1140827023,-0.41960542799999995,0.4277700148,-0.54159325,1.7285200443000002,0.8389572064,0.5674831696,-0.34337948479999997,-0.0706207851,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32790,2,2
13,13,-1.1460792264,-0.8194847762999999,-0.6875971942,-0.5713273011,-0.8012362125,-1.3365300822,0.3462794102,-0.0793195768,-0.2296740918,1.0474116407,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,24,5,2
14,14,0.7320239531,-1.1956992158,-1.2235807265,0.4326200018,-0.6614284635000001,1.7158125396000001,-0.023228937,0.40578248299999997,0.42413191780000004,-0.0441860824,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32792,2,2
15,15,-1.2134074536,-0.057650536399999994,-0.9555889604000001,-1.1727256855,-0.8012362125,-1.2236874407,0.5105053422,0.7291838562,0.1114420871,1.0085370779,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,26,5,2
16,16,0.6824136804000001,-0.4808917808,0.2503739875,0.5296197412,-0.9210714259999999,1.6720987236000002,1.0442396214,-0.4566211789,-1.1108908873,-0.0042748646,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32795,1,2
17,17,-0.4657097727,-0.17992022920000003,2.2603122338999997,-0.8477765584,-0.2619777519,-0.0388397052,1.5369174176,-1.2112243831,-2.4469292547,1.3345650778,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,31,5,2
18,18,0.6150854533,-1.3273742696,-1.3575766096000002,0.8497188812,-1.1607418529,1.5994117968000001,-0.06428542,0.5674831696,0.5094109625,0.0625893834,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32800,1,2
19,19,-1.1177304992000001,-0.3680274489,-0.9555889604000001,-0.5713273011,-0.7213460702,-1.3477126863,0.5515618253,0.5135829408,-0.0306896541,1.0422283656,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,33,5,2
20,20,0.6009110896000001,-1.3273742696,-1.2235807265,0.8642688421,-1.1207967818,1.5704386862000002,-0.146398386,0.4596827119,0.5094109625,0.0895424136,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32802,1,2
21,21,0.2323776355,-0.9041330251999999,0.7863575198999999,0.0009711614,-0.401785501,0.9818270698999999,0.1820534781,-1.5346257562999999,-1.0824645391,0.2937634501,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,36,2,2
22,22,0.5902803168999999,-0.4808917808,-0.6875971942,0.7769690767,0.4370609933,1.4977517594999998,0.6747312743,0.1901815675,-0.3149531365,0.1574433166,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32807,1,2
23,23,-0.5259508181,2.0021235197,-0.1516136618,-1.1727256855,-0.8012362125,-0.051038909699999996,-0.6801326651999999,-0.2410202634,0.5378373108,1.3511515579,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,40,5,2
24,24,-0.47988413630000004,1.9362859928,-1.3575766096000002,-1.1727256855,-0.8012362125,-0.5954284098,-0.146398386,0.5674831696,0.5946900072,1.7129441556,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,41,1,2
25,25,0.5690187715,-0.38683817090000006,-0.1516136618,0.6654193763,0.3172257798,1.4687786487999999,0.9210701724,0.028480880899999998,-0.7129220118999999,0.1849146743,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32809,1,2
26,26,-1.0681202265,-0.6595936395,-0.5536013111,-0.4452276399,-0.8611538193000001,-1.3675363936000002,0.5515618253,-0.0254193479,-0.34337948479999997,1.0386000731,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,43,5,2
27,27,-0.5542995453,-0.1234880633,-1.0895848435,-0.7119769233,-0.3418678942,-0.8170472912000001,0.5105053422,0.6752836273999999,0.0830157389,1.5538176119,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,45,2,2
28,28,-1.1000125447,-0.4432703368,-0.8215930773000001,-0.1445284477,-0.8811263548999999,-1.3131482736,0.6336747913,0.2979820253,-0.2296740918,0.9981705278,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,47,5,2
29,29,0.5335828624,1.9927181587,0.5183657536999999,0.5732696239,0.1175004241,1.3818593169,-1.1728104614000001,-0.8878230099,0.4809846143,0.2678470749,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32815,2,2
30,30,-1.1496228173,-0.5843507515999999,0.1163781044,-0.2415281871,-0.42175803659999994,-1.2079301349,0.8389572064,-0.4566211789,-0.9119064495999999,0.9209397297,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,54,5,2
31,31,0.4272751353,-0.3962435319,0.3843698706,0.39867009299999995,1.4956053790000001,1.2812158799,1.1263525875,-0.34882072119999996,-1.1677435837999999,0.36581097310000005,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32822,2,2
32,32,0.1721365902,-0.5467293077000001,2.2603122338999997,-0.1542284217,0.3172257798,1.1663400377,1.1674090705,-2.6126303337,-2.8448981301,0.478806369,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32829,2,2
33,33,0.4166443626,-0.321000644,-0.28560954489999996,-0.9690262327,-0.6614284635000001,1.3101889905,0.9210701724,0.1362813387,-0.6276429672,-0.0203430172,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,62,2,2
34,34,-0.4586225909,-0.4808917808,-0.6875971942,-0.5228274314,-0.3618404298,-0.6325343234,0.6336747913,0.2440817964,-0.25810044,1.5895822097,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,63,2,2
35,35,-1.1850587264,-0.8665115812,0.1163781044,-0.4452276399,-0.2619777519,-1.2186044388,0.3462794102,-0.7261223231999999,-0.6276429672,0.8587404293,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,65,5,2
36,36,0.0091314085,-0.4244596149,0.2503739875,-0.7362268581,-0.48167564329999996,1.1089021166,1.0852961045,-0.34882072119999996,-1.1108908873,0.5353040669,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32833,1,2
37,37,-0.0121301369,-0.2269470341,-0.41960542799999995,-0.8817264672,-0.6015108568,1.0946697113,0.8389572064,0.40578248299999997,-0.371805833,0.5498172370000001,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32834,1,2
38,38,-0.6889559997,-0.5749453907,-0.6875971942,-0.2997280308,-0.8411812837,-1.1057617974,0.5926183083,0.0823811098,-0.3149531365,1.2013549093,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,70,2,2
39,39,0.030392954,0.23391565420000002,-0.1516136618,0.0009711614,0.2573081731,0.592977427,0.5515618253,1.1064854583,0.1682947836,0.7296768807999999,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,71,2,2
40,40,0.104808363,-0.2175416732,0.6523616368,-0.1978783044,0.6767314203,0.6605813518,1.2905785195000001,-0.1332198057,-1.2814489768000001,0.6742158379000001,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,76,2,2
41,41,-0.0936327277,-0.3962435319,-0.8215930773000001,0.6799693373000001,1.0961546674,-0.0815369209,0.6747312743,0.3518822542,-0.2296740918,1.4475604737,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,79,1,2
42,42,0.45208027159999997,-0.5655400297,-0.8215930773000001,0.5732696239,1.8950560905,0.8822002333,0.5515618253,0.1901815675,-0.25810044,0.7654414786,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32849,1,2
43,43,0.45208027159999997,-0.057650536399999994,-0.8215930773000001,0.8642688421,1.8950560905,0.854243723,0.5926183083,0.7291838562,-0.0022633058,0.7944678188,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32851,1,2
44,44,0.0197621812,-1.1956992158,0.1163781044,-0.12512849980000001,0.9563469183,0.1446566622,-0.4337937671,-0.7261223231999999,0.054589390599999996,1.2417844545999999,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,84,1,2
45,45,0.0906339993,2.0397449637,0.5183657536999999,-0.3239779656,1.1560722741,0.2224265908,-1.0496410123,-0.9417232387000001,0.3672792213,1.1671452941,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,86,1,2
46,46,0.4060135899,0.0269977125,-0.9555889604000001,1.3007676695000001,1.6354131280000002,0.8120548075,0.5105053422,0.8369843140000001,0.1398684354,0.8380073291,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32854,2,2
47,47,-0.118437864,-1.1580777718000002,-0.8215930773000001,1.543267018,0.357170851,-0.09322782519999999,-0.06428542,0.1362813387,0.2820001766,1.5076864641,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,88,2,2
48,48,0.3918392263,0.44083359590000004,-1.4915724927,1.7372664968,1.5555229857,0.769865892,0.0999405121,0.8908845429000001,0.5378373108,0.8815468395,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32857,2,2
49,49,0.4060135899,0.365590708,-1.4915724927,1.8827661059,1.6354131280000002,0.7561417869,0.1409969951,0.8908845429000001,0.5378373108,0.8960600096,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32858,2,2
50,50,0.3705776808,-0.5279185857,-0.28560954489999996,1.6984666011000003,0.057582817300000005,0.7281852767,0.7979007234000001,-0.1332198057,-0.6844956637,0.9256046773000001,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32860,2,2
51,51,-0.9653560903,2.0021235197,-0.1516136618,-0.8477765584,-0.6214833922999999,-1.1235523039,-0.6801326651999999,-0.2949204923,0.5094109625,0.7685514435999999,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,93,2,2
52,52,0.8454188621,0.2997531811,-0.1516136618,-0.6489270927,-0.8611538193000001,1.8139144756999999,0.4283923762,1.2142859161,0.3104265248,-0.4215285052,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,94,2,2
53,53,0.0906339993,-1.0358080790000002,-0.41960542799999995,0.25802047079999996,1.1560722741,0.1914202794,0.0588840291,-0.2949204923,-0.0875423506,1.2210513545000001,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,96,1,2
54,54,0.3599469081,-1.2145099378,-0.6875971942,1.213467904,0.1175004241,0.6727805563,-0.187454869,0.028480880899999998,0.3104265248,0.9841756852,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32864,1,2
55,55,-0.1078070913,-0.6501882786,-1.0895848435,1.4608172394999999,0.4170884577,-0.0774705194,0.3462794102,0.40578248299999997,0.0830157389,1.5149430491999998,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,98,2,2
56,56,0.3245109991,-1.2239152987000002,-0.6875971942,0.9903685034,0.057582817300000005,0.644824046,-0.187454869,0.028480880899999998,0.3388528731,1.0132020254,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32866,1,2
57,57,-0.9476381358,-1.0075919961,-0.5536013111,-0.2512281611,-0.48167564329999996,-1.0833965891,0.0999405121,-0.1332198057,-0.0022633058,0.7130904007,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,100,2,2
58,58,0.5796495442,-0.9041330251999999,-0.6875971942,0.5296197412,-0.48167564329999996,1.30866409,0.2641664441,-0.0793195768,-0.1159686988,0.0895424136,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,101,2,2
59,59,0.3351417718,2.0021235197,-0.8215930773000001,0.88366879,0.1175004241,0.631099941,-0.31062431809999996,0.2440817964,0.5378373108,1.0277151955,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32867,1,2
60,60,-0.5613867271,-0.9323491081999999,-0.28560954489999996,-0.4452276399,-0.9010988904,-0.8302630961,0.2231099611,-0.40272095,-0.2865267883,1.091987806,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,103,2,2
61,61,0.28907509,-0.4526756978,-1.0895848435,0.0785709529,0.1175004241,0.5213071006000001,0.4694488592,0.4596827119,-0.0022633058,1.1458938664,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,32875,2,2
62,62,0.10126477210000001,1.9456913538,0.1163781044,0.3259202884,0.9763194539,0.3306945306,-0.9675280463,-0.40272095,0.6515427037,1.1127209062,0.5472454751,-0.1004022133,-0.38137793670000003,-0.3211603342,2493,109,1,2
