0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,cluster
1.9824166695276908,1.7721666693687441,1.6346666614214564,1.779833316802981,4.608583360910413,1.632166663805644,1.7068333029747,1.6843333443005892,2.4275833169619236,5.203166743119562,2.0889999767144523,3.8490000069141375,4.4422500828902,8.363749980926523,1.6159166693687432,1.7050833304723108,2.444499969482421,4.4910833239555386,3.0535833338896463,2.1451666951179518,4.4750832716623945,4.053416669368744,5.97708330551783,4.005249977111816,144
2.165999948978423,2.250249991814296,2.434166649977365,2.147166689236959,2.3551666537920632,5.56108328700066,1.6908333301544185,1.6674999694029489,1.7681666413942965,2.1793333689371748,13.549500117699315,17.068750143051158,5.0209166804949446,10.438916603724172,9.759166638056435,4.374499996503194,1.8029166559378311,3.7977500756581617,9.056083301703122,10.598416745662693,4.136333286762235,3.4039166569709782,2.984666655460993,1.6504999895890555,144
1.6081666549046834,1.7312500278155027,1.7852500180403374,1.319333344697951,1.5778333346048994,5.376333296298977,10.26724994182586,1.4856666823228204,1.4798333148161575,2.3322500189145403,2.03683332602183,1.8020833432674392,1.7582499980926505,1.863583346207936,6.6079999605814566,3.971749991178513,15.090666373570757,9.584083378314984,7.477499981721243,6.778166780869168,4.676583349704742,3.371916631857553,3.0424999594688416,2.2490833600362143,162
3.611833333969116,1.6862500111262004,1.950583338737488,1.923083335161208,1.6718333363533022,1.2143333355585737,5.413916647434231,1.621083319187164,1.459666659434636,1.9861666659514103,2.8255832990010603,6.7027500271797225,5.590416630109142,5.038250048955277,1.8705833355585744,2.1914999882380166,2.234666665395104,9.716583271821342,10.654999971389772,5.229333360989889,4.554666658242544,4.690583288669589,4.061750034491221,2.521583318710328,162
1.6290833353996266,1.6324999928474424,1.3234166800975802,4.4358333647251165,1.6579166551431008,6.578166623910267,8.236999968687691,1.8060833315054567,1.6070000131924944,4.511666715145103,6.275333315134053,1.9910833438237507,2.993083347876864,4.02041663726171,1.897916624943415,2.181333333253859,3.8422500093777967,5.784833292166393,5.1772499481836975,9.741249958674114,14.969500064849859,7.974166671435032,2.075166682402293,1.4630833367506666,177
2.149583319822949,4.8209166030089055,1.9019166727860768,1.7858333190282198,1.712750017642975,1.6443333526452375,1.382999986410142,1.3913333217302968,2.3275000055630994,5.223666648070017,6.081250001986817,5.242499977350236,14.66300002733866,6.370083381732313,2.7242500086625423,7.258250017960867,6.646500031153368,5.111916611591976,4.709499994913734,2.4282499750455213,3.409750004609428,3.0749166806538906,3.3879166642824807,2.794666667779288,144
5.157416641712186,1.780749996503194,1.7171666522820783,1.6252499918142949,1.2500833372275044,1.8344999849796289,1.748250007629396,4.511083324750258,5.5737499992052735,3.7032500207424177,2.6333333055178314,2.235727245157414,10.795500000317896,9.414499958356213,2.9849999547004686,2.6466666460037227,1.7455833256244653,1.7749166687329616,2.043749968210856,2.397916674613952,5.162666698296875,1.5204166769981402,1.908999989430112,1.4099166393280036,144
1.9987500011920918,2.1232499678929644,1.6339166462421408,5.619833240906399,1.4976666867733008,1.6970000167687722,1.6020833651224775,1.7815833389759077,1.6260833243528998,3.1298333307107287,2.34833331902822,1.7507499853769932,8.849833220243465,12.449416736761739,11.696583350499482,2.5677499572436018,2.683416674534479,2.4552499850591016,2.4583333432674395,2.387916674216588,5.398583322763443,2.338916619618734,2.348666697740556,5.291333357493085,144
2.3371666272481293,2.014416684707007,1.5859999855359408,1.5860833227634432,4.54716669519742,1.727666666110357,3.5276666680971784,3.57224996884664,9.869333356618887,8.573083291451137,7.818833331267041,4.296666661898295,2.9219166636467,3.614250073830288,2.096166650454203,1.3790000081062317,2.698749979337057,6.341500024000801,2.7580833633740736,5.937583347161609,3.3799166480700173,5.2131665945053065,2.799749990304312,2.6250000099341086,171
1.8570000032583869,1.7304166754086798,1.7090833286444342,3.6561666528383934,2.6441666483879067,1.7616666853427885,1.702416678269706,1.661333322525025,2.8171666363875087,3.1092499295870457,3.3535833160082498,6.070999979972839,3.647166649500528,1.7426666716734562,1.9162500202655808,3.5785833199818904,1.7759090878746742,1.597583323717117,4.399166703224183,9.679666757583616,8.254666765530898,6.372916718324027,3.1083333293596898,3.0334166884422302,177
