,0,1,2,3,4,5,6,7,8,9,10,11,12,13,cluster,actual_cluster,cluster_ids
0,0.2902919299266908,0.22070889952132886,0.6972011058703698,0.5219935016925475,0.2705691181598017,0.9064415949660656,0.9514412895973482,0.9852598199471634,0.5158682946147191,0.9886810810461332,0.3484952585749997,0.8570866624387813,0.4162057631000152,0.05032846023484132,1005,3,3
1,0.7736054433624261,0.2009238762152526,0.01778552636565502,0.3179851097179977,0.6746948765975134,0.2763884161168417,0.2058122293810641,0.8859320828451205,0.7312934481651931,0.9264491651432418,0.991517609736422,0.936422839105192,0.1907153049223076,0.15650863426331324,986,2,2
2,0.7734026081368832,0.20138241914283367,0.017722395796094626,0.3178923963666463,0.6745020940140121,0.2768716875689291,0.20598628100705935,0.8856452669279969,0.7316461631953322,0.9260571933155248,0.9913971093001002,0.9359128224137638,0.1902124923648046,0.15638018766373607,986,2,2
3,0.4951835751267226,0.22701263581400336,0.252899826469085,0.4002151728824888,0.3813093888635243,0.9997065829976651,0.4075969111207399,0.7739944995843177,0.7637631468932389,0.3062570530919616,0.3458917468598485,0.3531559838314237,0.14986828037966887,0.9746621344000344,1051,0,0
4,0.2817442512397518,0.2132730507733659,0.6892301927267129,0.5149412378494723,0.2768306922496056,0.92101747282628,0.9389992139956403,0.9777271958145162,0.5046434121686479,0.9987526034824088,0.3533468217622321,0.8674157103457325,0.4287193558850412,0.03838569313202967,1005,3,3
5,0.7679272054927099,0.19354956586302,0.0239038181352979,0.32769865533467224,0.6718899050344401,0.2829667621223438,0.1983992146795363,0.8865284698943007,0.726829410604008,0.9296478611449244,1.001132249488945,0.9409922120426408,0.19851124772057005,0.1628665600744177,986,2,2
6,0.2947455134923581,0.21231574262567196,0.6950732831763197,0.5129194707862564,0.2619599382857587,0.9067716711613304,0.96042518598825,0.9689146615353492,0.5294705247638709,0.9901707708103208,0.3577078014527085,0.8576157684862732,0.4074695520817194,0.04944329285247099,1005,3,3
7,0.49142422543161296,0.22428449199878472,0.25389545714593925,0.3904213622609888,0.3830340499318824,1.001362887638336,0.4028482084778584,0.769719634205567,0.7604035396138001,0.30589707815499456,0.34261068194899424,0.3511508550724074,0.14276430780378446,0.9768204124569873,1051,0,0
8,0.29144295244004137,0.2184467504365694,0.6986045862563433,0.5198430288144833,0.2687110507965873,0.9111988172012052,0.9557861833632252,0.9850245999047558,0.5141619813608141,0.9864173222632359,0.35049293362989664,0.8563647689257359,0.41355716969288103,0.04539049226766557,1005,3,3
9,0.2932348155968103,0.2177858341679737,0.7015032553628519,0.5231108092654262,0.26864407574228816,0.9050690102388316,0.9518930598491656,0.9815400885654976,0.5156553715420198,0.9882537051254856,0.3487983490645783,0.8567685563243732,0.4157383287461837,0.047748457532875474,1005,3,3
10,0.2894498765533138,0.2210239550186578,0.7018760860509262,0.5207891359896352,0.2679799483626865,0.9064013636721502,0.9552532858686642,0.9857874283755182,0.5176691970683451,0.9873233461065004,0.3468328338482193,0.8594215860497337,0.41676918822428416,0.04769678449608188,1005,3,3
11,0.7745759436833273,0.1994034057557348,0.019072835439720357,0.31886522517653804,0.6732874974838731,0.27918195715038746,0.20569420334137886,0.8881835297812404,0.7293166535312955,0.9282091065241004,0.9934758021693022,0.9357625583246902,0.18866651114922495,0.15701696745924582,986,2,2
12,0.7802095467315632,0.20171937538292267,0.016725484000829304,0.3141847904061242,0.6721015470420639,0.2733830005197431,0.2079776275769863,0.8915252570318735,0.7359855388658607,0.9299549810305748,1.0005172641874922,0.9438269964503644,0.1990743293383012,0.147399039006797,986,2,2
13,0.7696293488419149,0.19141692381213596,0.024732685429281424,0.3218971093518429,0.6655297015910171,0.2784342840238412,0.20833520770726371,0.8780637872686073,0.7409817551598815,0.9342407439696312,0.9995603330642212,0.9261865140169084,0.19894219086158216,0.1588224209641529,986,2,2
