,0,1,cluster,actual_cluster,cluster_ids
0,0.9623237055115774,0.1399503707093107,607,0,0
1,0.98706423654294,0.6390006655796782,1117,1,1
2,0.9388751557088038,0.14500226012114048,607,0,0
3,0.9221204324570079,0.14929794129906873,607,0,0
4,0.9307922839215969,0.14586451032701134,607,0,0
5,0.9285574627826824,0.14496188634795767,607,0,0
6,0.9152677198624254,0.12851760005583696,607,0,0
7,0.3526880344228959,0.15887282548468645,1074,4,3
8,0.9199762851275652,0.14439877612956087,607,0,0
9,0.9359160330530852,0.15089832079807616,607,0,0
10,0.9364448886942882,0.14542754339199102,607,0,0
11,0.8570284047456755,0.3422164807042447,1051,2,2
12,0.8449796258135649,0.3414238628393333,1051,2,2
13,0.932241266162668,0.14548048973131722,607,0,0
14,0.8555543443634755,0.3707332725790272,1051,2,2
15,0.9288015041046124,0.15859085042162524,607,0,0
16,0.9742461711737552,0.6350969411625834,1117,1,1
17,0.9402711269723664,0.14351263703925793,607,0,0
18,0.3614915036917878,0.17494940391578565,1074,4,3
19,0.9307307701977602,0.14501253105671608,607,0,0
20,0.9768502903685192,0.6385580260170513,1117,1,1
21,0.9312841252051592,0.14516750953163896,607,0,0
22,0.9598273488196802,0.6351903029286073,1117,1,1
23,0.9817200261827947,0.6533557858192337,1117,1,1
24,0.916630449035663,0.14839867063551246,607,0,0
25,0.3552269777744523,0.1677421695743709,1074,4,3
26,0.33674497708302337,0.15116903932619094,1074,4,3
27,0.982652583675372,0.6251902997847266,1117,1,1
28,0.9273134162477118,0.13915442250846186,607,0,0
29,0.9716684814393152,0.6335026389716324,1117,1,1
30,0.9297537761973772,0.1443156220785956,607,0,0
31,0.3747943359035851,0.13721751797343013,1074,4,3
32,0.936988869271414,0.1379348952298245,607,0,0
33,0.9332088188671068,0.14608229692834326,607,0,0
34,0.9667567974279024,0.6711784765651756,1117,1,1
35,0.9236823599618283,0.1527328669255534,607,0,0
36,0.9471196058880932,0.15683546015832314,607,0,0
37,0.9298319567789716,0.14793277366931204,607,0,0
38,0.8642446814057374,0.3459127237205757,1051,2,2
39,0.9697257900195494,0.6331235287517302,1117,1,1
40,0.3513838390788513,0.1654966737940005,1074,4,3
41,1.0052499965208783,0.6131686595329813,1117,1,1
42,0.9455242392030164,0.15872617708880618,607,0,0
43,0.946742970168978,0.1518657123853811,607,0,0
44,0.3537341990024023,0.16247091856868395,1074,4,3
45,0.9315558741628288,0.1474356201973134,607,0,0
46,0.8399033367061521,0.3489533840843462,1051,2,2
47,0.3516157837647804,0.14842996328647134,1074,4,3
48,0.919903630205246,0.14417445229821466,607,0,0
49,0.9709443489424424,0.6278781942957006,1117,1,1
50,0.936111382592266,0.15577118789017266,607,0,0
51,0.96970256126001,0.6395589600864305,1117,1,1
52,0.9415802020873558,0.16296796096125696,607,0,0
53,1.0000937971560635,0.6614926906961549,1117,1,1
54,0.8586497601855463,0.3514565733607915,1051,2,2
55,0.8505635078511,0.3459112098990609,1051,2,2
56,0.9335739036905876,0.14763200438473886,607,0,0
57,0.3579522271413527,0.1692120332141082,1074,4,3
58,0.9695812686327144,0.6376660324126857,1117,1,1
59,0.955773601749788,0.6582200985715672,1117,1,1
60,0.9491395551371464,0.6427647009178047,1117,1,1
61,0.3593883228840597,0.15407292002963371,1074,4,3
62,0.9410043747220842,0.17656336966126318,607,0,0
63,0.968987916604616,0.6354996525821386,1117,1,1
64,0.9392011802185384,0.15412575431188938,607,0,0
65,0.962391212845512,0.6226712055680296,1117,1,1
66,0.8552119710304965,0.3436032918641819,1051,2,2
67,0.9286466719104284,0.1491251112055207,607,0,0
68,0.9680292466514238,0.6394267603720645,1117,1,1
69,0.9342174964681448,0.14836442909321304,607,0,0
70,0.9287652443621709,0.15963174066323205,607,0,0
71,0.9693975227859798,0.6407956378908687,1117,1,1
72,0.9250795652632258,0.11972552734720618,607,0,0
73,1.0000251857957116,0.6518333813341366,1117,1,1
74,0.3800334792557757,0.13896787618349918,1074,4,3
75,0.9160885885662758,0.12178252532975507,607,0,0
76,0.9416525272884264,0.10543705440586752,607,0,0
77,0.3588129711985198,0.16270952925949164,1074,4,3
78,0.3705045562617588,0.15454055576401488,1074,4,3
79,0.9301326215555816,0.14329966440676975,607,0,0
80,0.3574275400089918,0.16492664436627458,1074,4,3
81,0.3415266009585449,0.14710106091089814,1074,4,3
82,0.3581634367325617,0.16341564305294087,1074,4,3
