,0,1,cluster,actual_cluster,cluster_ids
0,0.3729275151674889,0.6155791205282521,1455,3,2
1,0.9008719579914464,0.9734572999234152,1981,1,1
2,0.95466499940059,0.4280169953971293,779,0,0
3,0.9596792818725012,0.42943160288979776,779,0,0
4,0.9294354061545932,1.0040816992385029,1981,1,1
5,0.8806029326761835,0.7504713002259229,1981,5,1
6,0.9601069826491092,0.4275444105329617,779,0,0
7,0.3969492749735162,0.5739903379919366,1455,3,2
8,0.9664256359383494,0.4236148679552443,779,0,0
9,0.9603345491684194,0.43181704441273816,779,0,0
10,0.7889996926314273,0.36978730165437296,784,4,3
11,0.8799317000913136,1.019614955883526,1981,1,1
12,0.3968085680537968,0.5960809852172578,1455,3,2
13,0.8988257540546297,0.9884948221699328,1981,1,1
14,0.8122458172836475,0.3847973482057106,779,4,0
15,0.8535682534098447,0.7291636602125955,1981,5,1
16,0.9143321601669158,1.0015062573166524,1981,1,1
17,0.9696029604913408,0.43370158370186734,779,0,0
18,0.9093614592114444,0.9945352818126608,1981,1,1
19,0.9017766036052278,1.0005089722389526,1981,1,1
20,0.9080957495051076,0.9992267399571628,1981,1,1
21,0.8634057879582588,0.7282699854850172,1981,5,1
22,0.3848343257809951,0.5912047226815224,1455,3,2
23,0.8390026663439267,0.7193900749312719,1981,5,1
24,0.7854493602578948,0.3745186015844256,784,4,3
25,0.9563497110841741,0.429517941789149,779,0,0
26,0.9442422886776064,0.4280405872943712,779,0,0
27,0.7761568705208102,0.33085687902069805,784,4,3
28,0.8666850356898708,0.7302534836058933,1981,5,1
29,0.9232649725500912,1.0009460774914805,1981,1,1
30,0.3870040241989256,0.5936509714780382,1455,3,2
31,0.9270876864005724,1.0021068027746776,1981,1,1
32,0.932292864395034,0.4135566150703127,779,0,0
33,0.3664638330965932,0.5793701873230984,1455,3,2
34,0.9187161930765328,1.0018598200796986,1981,1,1
35,0.8684389958560742,0.7349309171656111,1981,5,1
36,0.8608742859772505,0.7379445948022308,1981,5,1
37,0.8981577468760521,0.9891669878946456,1981,1,1
38,0.3877926474366353,0.5935358777539181,1455,3,2
39,0.8876942765802335,0.7102577290218792,1981,5,1
40,0.9557225630244636,0.4278945094677164,779,0,0
41,0.3967463336567784,0.597911443775934,1455,3,2
42,0.904393148691258,0.9787620629696088,1981,1,1
43,0.947779886660084,0.4433945001913761,779,0,0
44,0.9199761011292198,0.9817031313827606,1981,1,1
45,0.37292328256387336,0.6086139695338701,1455,3,2
46,0.41644258749275975,0.5954983925270052,1455,3,2
47,0.9092684300872772,0.9939965594777428,1981,1,1
48,0.3783225399772235,0.5968219614317725,1455,3,2
49,0.9697984029044744,0.4228069337898576,779,0,0
50,0.9139977869728168,0.9815064952256884,1981,1,1
51,0.3732343279744261,0.6001666916611683,1455,3,2
52,0.4227019380448413,0.5917714694693496,1455,3,2
53,0.9642945927295744,0.4276330429895289,779,0,0
54,0.8738395400719854,0.7569033822718563,1981,5,1
55,0.7834190345205251,0.3822382162562293,784,4,3
56,0.3902695654553213,0.6039550974159499,1455,3,2
57,0.41674125130991946,0.5590576394541159,1455,3,2
58,0.8514289018607717,0.996107468149958,1981,1,1
59,0.8996337898003226,0.9846286151227056,1981,1,1
60,0.7823274662695824,0.37999891644658507,784,4,3
61,0.9154588268302756,1.0239956527057044,1981,1,1
62,0.8685265531076518,0.7278380890981728,1981,5,1
63,0.3921010605777976,0.57600960362113,1455,3,2
64,0.9029343706740086,1.0064011202735454,1981,1,1
65,0.8275642931022041,0.6975136246281893,1981,5,1
66,0.7918309787696778,0.3730656145895232,784,4,3
67,0.8664289716715057,0.7285645716527647,1981,5,1
68,0.8680542401939321,0.7144744536012095,1981,5,1
69,0.40147408412972013,0.6029824524949743,1455,3,2
70,0.86385872957351,0.7244139737807319,1981,5,1
71,0.7717539059744646,0.39435271929587934,784,4,3
72,0.8960831920003582,0.6991575440288398,1981,5,1
73,0.3811976366688041,0.6001337114469356,1455,3,2
74,0.8644893414857919,0.7496807942549337,1981,5,1
75,0.3668622851514131,0.623338725975324,1455,3,2
76,0.9319783849422174,0.9724433476688076,1981,1,1
77,0.37576030143015793,0.6037913971071835,1455,3,2
78,0.8981537655924066,0.9966773441760202,1981,1,1
79,0.9061530925280076,1.014282841631119,1981,1,1
80,0.9032976935081876,0.7170839609451292,1981,5,1
81,0.3887261288453324,0.6053515641326467,1455,3,2
82,0.4179211202741915,0.5985057811791932,1455,3,2
83,0.8893540992154596,0.9882236222853924,1981,1,1
84,0.9091663434314295,0.9871500926781146,1981,1,1
