,0,1,cluster,actual_cluster,cluster_ids
0,0.8296575928216701,0.9274839245861564,1179,5,1
1,0.8466610498412674,0.6764095767561977,1071,1,0
2,0.5569726409624058,0.4683743973801866,1584,0,2
3,0.8277313610883097,0.6930443570996979,1071,1,0
4,0.7634738856490638,0.92060322660779,1179,5,1
5,0.5547982982864815,0.4566945484652496,1584,0,2
6,0.835439008073347,0.6563433632074397,1071,1,0
7,0.7910531600643013,0.9330013680636516,1179,5,1
8,0.7596513326454953,0.8972760147505734,1179,5,1
9,0.7881489579137214,0.9136608041473314,1179,5,1
10,0.7868637787397398,0.9290934571510888,1179,5,1
11,0.604609817255273,0.9252486994492496,1179,3,1
12,0.8192611285467423,0.6885348366996284,1071,1,0
13,0.8007141094433636,0.6931683832871627,1071,1,0
14,0.7766752814761672,0.9374987561618472,1179,5,1
15,0.5049143280754507,0.6668406057533888,1584,4,2
16,0.8047091410435278,0.678391442286294,1071,1,0
17,0.7856205093130189,0.9575497634184356,1179,5,1
18,0.6058093584088298,0.9420631978481891,1179,3,1
19,0.7735295687270268,0.9377621711543359,1179,5,1
20,0.8496693014443406,0.717610708166879,1071,1,0
21,0.5918060749470272,0.9461045425045812,1179,3,1
22,0.8659221027763703,0.6912979156122347,1071,1,0
23,0.7806904086521452,0.9338042141835784,1179,5,1
24,0.5042611989973635,0.6572032406775123,1584,4,2
25,0.5591148748788554,0.4759250256018494,1584,0,2
26,0.7983287224865329,0.9332252919706802,1179,5,1
27,0.5834323308766981,0.9184184866914828,1179,3,1
28,0.5045676388069404,0.6235271599514794,1584,4,2
29,0.8301108142211922,0.6969181011466067,1071,1,0
30,0.7994890275265246,0.9061022364512004,1179,5,1
31,0.5724915282778953,0.9583342431179412,1179,3,1
32,0.8392605512997249,0.6724741461946367,1071,1,0
33,0.6030471356185438,0.9105265167940724,1179,3,1
34,0.8061889760944309,0.6683201815307894,1071,1,0
35,0.812473012885782,0.9268654946305304,1179,5,1
36,0.8188127345126337,0.7016240560080275,1071,1,0
37,0.6032596923194166,0.9441298674666608,1179,3,1
38,0.5730245151503279,0.4580643262849317,1584,0,2
39,0.8026552166454526,0.690545068695114,1071,1,0
40,0.8011113410455204,0.9349777907691896,1179,5,1
41,0.7926949399243126,0.9314241229276972,1179,5,1
42,0.7850721797958878,0.6228739123678364,1071,1,0
43,0.5482682786365299,0.4801313327359597,1584,0,2
44,0.8156702371871768,0.9456117673142086,1179,5,1
45,0.5961368095143321,0.9357226229372164,1179,3,1
46,0.7846027399993517,0.93096548974856,1179,5,1
47,0.6214807237016309,0.9339402834469986,1179,3,1
48,0.7919596445497907,0.6716922878776765,1071,1,0
49,0.599931304844349,0.9571934751542897,1179,3,1
50,0.5521603966140604,0.4757836575240056,1584,0,2
51,0.5551538719330894,0.6822481468065981,1584,4,2
52,0.8328164515825182,0.6982803481444922,1071,1,0
53,0.5564595509188658,0.4697532026694345,1584,0,2
54,0.5082316322584817,0.6615612877728435,1584,4,2
55,0.5916816741210047,0.9041853392249388,1179,3,1
56,0.6184489044939996,0.9343523623031809,1179,3,1
57,0.8263718075446179,0.7100074531947651,1071,1,0
58,0.5670025875765771,0.9103806738893148,1179,3,1
59,0.6108030142030814,0.9560556036605676,1179,3,1
60,0.7739295523721438,0.6953530700867456,1071,1,0
61,0.7936142892783866,0.9288603847284788,1179,5,1
62,0.7690888512751348,0.9335283139953986,1179,5,1
63,0.7869281275929689,0.7081635617713091,1071,1,0
64,0.8180730635458804,0.6931215099800156,1071,1,0
65,0.5955194901714692,0.9333501751219252,1179,3,1
66,0.8007803057380685,0.9074982419584564,1179,5,1
67,0.5942185032968097,0.9273827738889074,1179,3,1
68,0.6197084505365711,0.9607200500221748,1179,3,1
69,0.7825798934904387,0.7171007987836219,1071,1,0
70,0.7808211939352298,0.9354998561738608,1179,5,1
71,0.7847973999043808,0.8992279558158881,1179,5,1
72,0.6006274383655859,0.9562975372571448,1179,3,1
73,0.8468104829213859,0.7063195722684982,1071,1,0
74,0.8262610228738615,0.6913229404506895,1071,1,0
75,0.5173231971914549,0.6440003935975803,1584,4,2
