,0,1,2,3,4,5,6,7,cluster,actual_cluster,cluster_ids
0,-0.00178475101646438,0.467552213956081,0.6897334395772927,0.8910037284612021,0.5850584493358012,0.9091625191460364,0.4359072702480685,0.5978833358335737,985,6,0
1,0.8099772562345109,0.9922041157502339,0.9387647122720748,0.7606646843582545,0.9207267164735359,0.4070386203360367,0.6965723962261512,0.6549151555355397,905,3,2
2,0.6729145729232283,0.3632012606849701,0.5419880651163663,0.6130688600889238,0.49565982389409496,0.6143387242319079,0.4896962573606102,0.8770181310135428,1077,0,5
3,0.9207597020110748,0.9529700583557859,0.9706858874244556,0.7759884849636223,0.4485979380763955,0.3900745256505688,0.834756436752357,0.5918368866707084,992,4,3
4,0.403346874363315,0.7914639479636868,0.9923317596233672,0.14681626242824258,0.34215216033743595,0.43596857936437294,0.7409603843457546,0.4367358793514723,944,1,1
5,0.6686138827854231,0.3589645521267133,0.5293115943052886,0.6004496920531464,0.4979245802906848,0.6181557737801721,0.4902425990804203,0.878578596388114,1077,0,5
6,0.39674309465706975,0.7927887967964063,0.9919689844318452,0.1290241559046083,0.3407894256069092,0.42750644007011296,0.7469514890063589,0.4285123346633065,944,1,1
7,0.4024104324253836,0.7867903600054192,0.9943426599125268,0.14994108725632127,0.33562574438662124,0.43839868312198,0.7369796242970307,0.4371742962066839,944,1,1
8,0.935590579209604,0.9586608292736892,0.9680969243174626,0.7896663577964234,0.4705466778459546,0.407175308551638,0.8326774899197862,0.5992544454923826,992,4,3
9,0.0021084589721402304,0.4613192624894923,0.6911162919304288,0.8850910650330402,0.5912382713839978,0.9035430211098304,0.438549733442572,0.5941594519013403,985,6,0
10,0.4026744124465964,0.7845437510976457,0.984688272149968,0.13030578855431896,0.34573201498511463,0.4361524583723184,0.7358109059465296,0.42433513348905655,944,1,1
11,0.786971443913465,0.6418084891930136,0.8297883169479705,0.048551231162812084,0.26145521041201725,0.2030485514023566,0.7778845648653141,0.9637747362499116,1024,5,4
12,0.4067860384694084,0.7919118567734349,0.9913854799152854,0.14683459761372378,0.3393716697060357,0.4350234318536831,0.7401212399815309,0.4381729302588391,944,1,1
13,0.7716002605598815,0.640330829093662,0.8414963055241745,0.0769094215471529,0.2530554694489601,0.19989588716929732,0.7710287092575242,0.9402057322180928,1024,5,4
14,0.4059104185322769,0.7909909275646394,0.989969027461706,0.14612264209054607,0.3412852056215809,0.43353279078679857,0.7404539258210328,0.4411092667624098,944,1,1
15,0.9063139166640316,0.9447113700549978,0.9784816787843882,0.7637493642100035,0.4697779871864071,0.4194881219572488,0.8262361248918803,0.5998843893718082,992,4,3
16,0.8149516632973077,0.9765391950543044,0.9529240530517976,0.7718628596319953,0.919747830155426,0.398815019457404,0.7130777048214532,0.6548778420472091,905,3,2
17,0.8102648216547791,1.0070545577532408,0.9175109636208862,0.7718167902995859,0.9147258123015146,0.3988425339797921,0.6813883521514162,0.6539375841441275,905,3,2
18,0.6736527647108185,0.36584515091559017,0.5429640712748296,0.6125164413318884,0.4954327453126462,0.6140186241012594,0.4917512893172564,0.8780926153989863,1077,0,5
19,0.6677902632658821,0.35678215903671323,0.5395008176008337,0.6098322508022446,0.482492945095799,0.6229400704678154,0.5028168148969251,0.8662478323534772,1077,0,5
20,0.6692247745318097,0.35565480253741383,0.5535720879919594,0.6071158060403251,0.5070094948194461,0.6295184525912393,0.4883829346202799,0.8909504234680606,1077,0,5
21,0.9302861070333408,0.9479407922454542,0.9763182899176605,0.7786083872224585,0.4682485435056279,0.4067076766056448,0.8210912637431727,0.5834220029639763,992,4,3
22,0.810199557486662,0.9997197573725776,0.9430041250162084,0.7661978888124186,0.9223235863260856,0.4023668266547439,0.6974703240943515,0.6578544260770903,905,3,2
23,0.004709636013701536,0.4598420338394486,0.6917640230628122,0.8835510697081428,0.5951002436580586,0.9014026455068628,0.4394451198913807,0.5938800290607817,985,6,0
24,0.6752749910335354,0.3655534632194969,0.5361205817850277,0.6225569967663049,0.4860470118379609,0.6054963410465676,0.4911997251662554,0.8712301950781083,1077,0,5
25,0.4062434661795609,0.7917036596288178,0.9914082992955556,0.14583148973587942,0.33981382559880396,0.436182267181733,0.7390179956087182,0.4405176976888304,944,1,1
26,0.9259749204165092,0.9473935277105076,0.972127371705906,0.7769818384516811,0.461979584506328,0.39932942038204144,0.8227371680269558,0.5897327921703476,992,4,3
27,0.4072371817004212,0.7927096140798919,0.9924450055060609,0.14669166464076136,0.33987678573499724,0.4358898075496007,0.7393210158932169,0.4414568262741576,944,1,1
28,0.9243713805286684,0.9481509563186354,0.9693560738940018,0.7765669818566986,0.46255174100261504,0.3973520650046883,0.8250479195184475,0.5899623614895805,992,4,3
29,0.8187190991038991,1.000920646657583,0.9458486590104922,0.7605612170401649,0.9295316426911916,0.4157195812971712,0.7017394788720419,0.6491455315644081,905,3,2
30,0.4083124223422423,0.7982362980968194,0.9931379819872092,0.15167282142180225,0.3307239516179244,0.4464782570503568,0.7394835786125088,0.4445841501096488,944,1,1
31,0.008313670246728142,0.454710327993814,0.69019246845378,0.8786745867351531,0.5915284638327848,0.8992179776920981,0.43970631445673736,0.6011643935074715,985,6,0
32,0.7745468952730642,0.6568944995004522,0.8445084461730316,0.059046365775815374,0.2664746997173914,0.20357629640160668,0.7983447976575777,0.9396765800894148,1024,5,4
33,0.0033942682303311515,0.4605923079003241,0.6898329716809106,0.8856805216059463,0.59295587080178,0.9043175672543275,0.4403168737556822,0.5953831252386881,985,6,0
34,0.4015421875086788,0.7729936908256212,0.9910946243333126,0.13726282374139204,0.33718336293061313,0.447522178493188,0.7403714273624481,0.43052245413582463,944,1,1
35,0.8136613184318494,0.9934914033471004,0.9330926477894408,0.7663123440451611,0.9207109664072012,0.4067125260826091,0.6914487702349735,0.6517692889481351,905,3,2
36,0.7889953710714432,0.9752423413092084,0.9311968293359416,0.7540063896211631,0.9179120723298452,0.4278674082931932,0.6817838113610298,0.6482236908714539,905,3,2
37,0.4180540697493093,0.7956997712298421,0.9753033896943027,0.15022787637893453,0.3451307889999021,0.4423794593220409,0.7390389796434023,0.43600647932994346,944,1,1
38,0.7678672022600016,0.6451035210998475,0.8551269034379982,0.08055224127604255,0.27242689521593405,0.2280522431497151,0.7725431543527582,0.9564851705901576,1024,5,4
39,0.7744925899648237,0.6568486775670956,0.8337034161129537,0.06178234953766407,0.2608174052588337,0.21341608654859234,0.7869287158082898,0.9439952158952476,1024,5,4
40,0.8148651546905541,0.9912736249724846,0.9344233428494868,0.7682954356166645,0.9137225523969722,0.41366736056295067,0.6978128387299041,0.6569718336775262,905,3,2
41,0.8038745161006342,0.9965281855051747,0.93467254617539,0.7762345908623585,0.9093278164831344,0.4150086948168932,0.7045892481735755,0.6436381017064164,905,3,2
42,0.8103833603556131,0.9954301643073578,0.9384744900794704,0.7616566009124619,0.919747536529256,0.40762743391108697,0.6947709917271011,0.6541080380307905,905,3,2
43,0.927232380449312,0.9722421008415796,0.993551064296422,0.7796107517844759,0.470393604790566,0.380785316500399,0.8369009542011127,0.5951000627765363,992,4,3
44,0.9316307489358764,0.9655268766969448,0.974164983883898,0.775488674197475,0.4454506493207313,0.3990518463810479,0.8098644665073215,0.6084680856275638,992,4,3
45,0.4069602501222471,0.793859850936902,0.9914011215143606,0.14703319872713586,0.3397781701646472,0.4374511598490422,0.7398815680659458,0.44160604463379577,944,1,1
46,0.4097384055622793,0.7906573764708031,0.9919336846392072,0.1449535082111578,0.34177381650772365,0.4381648880345996,0.7384166900606207,0.4424519737604681,944,1,1
47,0.7809681544742461,0.6562827599887934,0.8331443468499675,0.069504505245633,0.2616823960566209,0.2202041289610676,0.7872722183022552,0.9430728813232828,1024,5,4
48,0.8116360559815665,0.9993340678503048,0.9352210800917476,0.7650279233010214,0.9207716210647182,0.41058959143322266,0.6988653674479888,0.6564678936157776,905,3,2
49,0.6747928327911276,0.3660805845582252,0.5424098056015735,0.6137638009542451,0.4970189635920925,0.6123383781918488,0.4905818082726534,0.8767632197564572,1077,0,5
50,0.8007181905979949,0.9857326442206008,0.9497719844588356,0.7713374785555327,0.9069412060513188,0.41726369379999895,0.6910278494687708,0.6419950652004497,905,3,2
51,0.783720322800513,0.979227400653936,0.9113000133992232,0.7457135700408118,0.8897106265392033,0.37697240620282985,0.7219811019480689,0.6427645432644077,905,3,2
52,-0.0030043147040888234,0.45549577603931607,0.6943356633864616,0.8824958436825938,0.5838214941057464,0.906757102388545,0.4453825514548677,0.6050324063926663,985,6,0
53,0.40939451881217853,0.7984494818037746,0.9952288047169908,0.15269378452697754,0.3418246794689105,0.4293261137858563,0.7476994024214341,0.4347464480865073,944,1,1
54,0.0036136474105749336,0.4629400425804033,0.6802064933561738,0.8740221697093918,0.5910606657259534,0.907766390776078,0.4430630094011493,0.5980819259203651,985,6,0
55,0.8126739720656857,1.0057641567827775,0.9182947991005144,0.7578898472563773,0.902952567411924,0.4050715741085793,0.6895348723296886,0.6600987338686204,905,3,2
56,0.8163899431537884,0.9920914741613066,0.9315190353066464,0.7672173152331347,0.9203286410770576,0.4153988531871679,0.6988858499930921,0.6502961871457416,905,3,2
57,0.4119764389485948,0.7859642989080429,0.9995185088318363,0.14543702431381916,0.3476582643426219,0.4297109872956065,0.7419013370151519,0.4403281224023905,944,1,1
58,0.9595706684985346,0.9305044332438152,0.9479235753272164,0.7816190874064596,0.4522145966318234,0.39384356820356586,0.8569457700614759,0.5888987798084347,992,4,3
59,0.7696527387558516,0.6650318681761646,0.8263718660635521,0.07121258201236771,0.2541150995501437,0.2088932161557848,0.78263334137194,0.9338765969971994,1024,5,4
60,0.3997537398153627,0.7756799883661322,0.9959071098191918,0.14907283427361984,0.3548435822660463,0.4352186515946157,0.7451179362910025,0.43101751560139256,944,1,1
61,0.8128904641686848,1.0010147306063404,0.9352388751428982,0.7664410689439672,0.9237481098386126,0.4080724436425133,0.7000317424690637,0.6518180239247523,905,3,2
62,0.8082579346442145,0.9972338779553984,0.9361129687372158,0.7641990304831278,0.9198446202008116,0.40805121329377175,0.6963703575672409,0.6556770437352347,905,3,2
63,0.0016695816595287862,0.4601449253355556,0.6911080344110151,0.8905701670350524,0.6020874807212566,0.9181607625835204,0.4423466540806901,0.5873975708925454,985,6,0
64,0.002170250664143297,0.468412924283565,0.6950451491609054,0.8888271552770538,0.6012657897940302,0.9152825172576968,0.44812584434368063,0.5882430421721063,985,6,0
65,0.9171073473005756,0.9541374033120049,0.9793843460205752,0.766897752811921,0.4634958108426102,0.4053796124675012,0.8238649683573417,0.5965491051190023,992,4,3
66,0.4412663367015045,0.8209003556142023,1.0010661256413984,0.14909374061763972,0.31409263071015664,0.4184816286161395,0.7288841205827352,0.4717624557421975,944,1,1
67,0.9363981982794198,0.9442647775268146,0.9682793171510048,0.7744848479452174,0.4691277632064154,0.3954387300075666,0.8267963170410735,0.5983842410503345,992,4,3
68,0.9284792113510628,0.9475431794858159,0.9712538338774912,0.7782413939583047,0.4622609270769846,0.3999062740523563,0.8223533346045149,0.5874698004865561,992,4,3
69,0.0104104773510243,0.4579608188168031,0.6983211780688752,0.8861846046663773,0.6039965753380846,0.9058314569827152,0.4530838215176088,0.5906463049787863,985,6,0
