,0,1,cluster,actual_cluster,cluster_ids
0,0.2489073788972223,0.5718947221480027,900,2,2
1,0.17658903831843775,0.2489055672297885,818,3,3
2,0.6405485106265114,0.349864873890606,994,0,0
3,0.6299649659464639,0.6998258522433429,1052,1,1
4,0.6388367806938939,0.40454664029574855,994,0,0
5,0.18006092540070698,0.2654011013433049,818,3,3
6,0.2263574143934376,0.5924647526416016,900,2,2
7,0.9094546119929464,0.08124181837090351,542,4,4
8,0.939404453839458,0.08861100376977263,542,4,4
9,0.24144410058455834,0.5990924978303633,900,2,2
10,0.6450191544153666,0.7163684534326479,1052,1,1
11,0.16086687418797502,0.2922855060979803,818,3,3
12,0.6436664772305558,0.7057246267679287,1052,1,1
13,0.6480750743561067,0.4022564834786369,994,0,0
14,0.15831183049011732,0.2353388956539565,818,3,3
15,0.14426754203356348,0.2657810531433121,818,3,3
16,0.6418743287211947,0.6891969980915029,1052,1,1
17,0.15189573797524575,0.2535857713851514,818,3,3
18,0.24152067309210065,0.5936948427571505,900,2,2
19,0.651720359859097,0.3801842401873372,994,0,0
20,0.6867035386699611,0.7249603686567453,1052,1,1
21,0.651575919949928,0.7136723549380706,1052,1,1
22,0.17705984383091086,0.2711356053488711,818,3,3
23,0.9528130886350116,0.07408313874330094,542,4,4
24,0.22297248858841467,0.5755612102686937,900,2,2
25,0.949575527283175,0.0933003530332343,542,4,4
26,0.6468541112720557,0.3799187604801555,994,0,0
27,0.6205154713675909,0.6805839917531641,1052,1,1
28,0.6433429519854302,0.3797809604601707,994,0,0
29,0.6598332746689038,0.3710168571486606,994,0,0
30,0.1777697219742368,0.2425413708745807,818,3,3
31,0.6430205375114847,0.7065892900061329,1052,1,1
32,0.6424020938003837,0.3806984515351517,994,0,0
33,0.6490624541031752,0.7166867357914369,1052,1,1
34,0.6259676916763515,0.7252736654972799,1052,1,1
35,0.6345598787983199,0.6900481894648333,1052,1,1
36,0.18448059899065336,0.24340378968476176,818,3,3
37,0.6306224514265216,0.7229904082719995,1052,1,1
38,0.16292470921913366,0.2270393764089149,818,3,3
39,0.6379312212899122,0.6983724952350301,1052,1,1
40,0.17910497126501682,0.25203997717084203,818,3,3
41,0.6480994627113988,0.3815008748836263,994,0,0
42,0.1576725555067171,0.2271150559483329,818,3,3
43,0.6133745908859092,0.37765240305691816,994,0,0
44,0.18897105903592093,0.23638262949915356,818,3,3
45,0.9495083093941032,0.11417014773472857,542,4,4
46,0.6466285260350226,0.3825024138175915,994,0,0
47,0.598037201891522,0.7097335224995068,1052,1,1
48,0.1980875114573103,0.2542483665490861,818,3,3
49,0.648980457575947,0.3827379867439494,994,0,0
50,0.6008986110870941,0.7086492328013545,1052,1,1
51,0.6568171642472107,0.6805442227277297,1052,1,1
52,0.6348078491657304,0.7240474012115946,1052,1,1
53,0.6607732377694293,0.7237587213848675,1052,1,1
54,0.6387702587467872,0.7147554605224403,1052,1,1
55,0.17200621233020782,0.22092927253801373,818,3,3
56,0.6540588919401057,0.705212888473438,1052,1,1
57,0.19141853532695072,0.2584289962987803,818,3,3
58,0.9317258843212404,0.0841014249770262,542,4,4
59,0.20136812506282104,0.5853995885049523,900,2,2
60,0.6519716523007849,0.38003788242757336,994,0,0
61,0.9316641250169342,0.09440889557783362,542,4,4
62,0.17449622331139694,0.2560279945219521,818,3,3
63,0.17525177135998293,0.2587007482301048,818,3,3
64,0.1691702878380484,0.29034094568195623,818,3,3
65,0.6506264398885392,0.3783651399546994,994,0,0
