,0,1,cluster,actual_cluster,cluster_ids
0,0.3961420506648814,0.803462935051972,1126,1,7
1,0.6206706062675309,0.5001736775100536,1100,0,3
2,0.6065521094509521,0.5009634380218672,1100,0,3
3,0.8048387770004545,0.5594153015936025,483,7,1
4,0.8478928989832983,0.8690246876695866,265,2,2
5,0.7737935075739023,0.5435296971213615,483,7,1
6,0.8050808133329762,0.5115600108882056,483,4,1
7,0.5918972635864084,0.5239158997805526,1100,0,3
8,0.3883681643667656,0.7843173725004206,1126,1,7
9,0.5108178949436989,0.9801191989801596,1082,5,4
10,0.5198998496147527,0.9747429646890065,1082,5,4
11,0.8237614879184668,0.5407610950463616,483,4,1
12,0.7783176118904318,0.5491332842995634,483,7,1
13,0.8222817329217453,0.5420525778251727,483,4,1
14,0.3966952478905335,0.7900945116801562,1126,1,7
15,0.3904106074250605,0.7782103580860779,1126,1,7
16,0.7823616702567336,0.5551040593272101,483,7,1
17,0.5040981588448773,0.9626722230095192,1082,5,4
18,0.5951104867383026,0.5281431912535957,1100,0,3
19,0.5155818408780308,0.9827247045841558,1082,5,4
20,0.8125576998516384,0.542250228671029,483,4,1
21,0.5929725353531423,0.5220397252878962,1100,0,3
22,0.7802880771635384,0.5483142717994796,483,7,1
23,0.7972172029608582,0.5590072401977548,483,7,1
24,0.7921338606386501,0.5434746357285848,483,7,1
25,0.520006817162046,0.9801473574307312,1082,5,4
26,0.4787287223580025,0.9812064912760844,1082,5,4
27,0.8460132104678759,0.8694903470766072,265,2,2
28,0.5313170260466927,0.9680646528847248,1082,5,4
29,0.5233007003005921,0.9701065898788078,1082,5,4
30,0.6007159972377615,0.5310263138005421,1100,0,3
31,0.7865416374752017,0.5528507473065445,483,7,1
32,0.5030340142805132,0.978015023044276,1082,5,4
33,0.8037033478635903,0.5470796944979368,483,7,1
34,0.6000012060596356,0.5101274005375079,1100,0,3
35,0.39235004909362253,0.7879472153590272,1126,1,7
36,0.517626820851574,0.9985305733418351,1082,5,4
37,0.7985875728199927,0.5486860159618868,483,7,1
38,0.8578230613238742,0.8615006100682321,265,2,2
39,0.7860621764935064,0.5569221817301173,483,7,1
40,0.7398767216363693,0.9387231748591592,265,6,2
41,0.7458934555771498,0.9398038016972734,265,6,2
42,0.5938901027077756,0.5136821897160075,1100,0,3
43,0.8152936896958604,0.5405487077396138,483,4,1
44,0.5229527881617781,0.9784297919670688,1082,5,4
45,0.552626410460258,1.0034328541703803,1082,5,4
46,0.8167436068175835,0.5445352539186454,483,4,1
47,0.503261439343103,0.9658036082184304,1082,5,4
48,0.7481759388064165,0.9329398323950988,265,6,2
49,0.8036066813518741,0.5591302315649311,483,7,1
50,0.8113939085301409,0.5368988714386189,483,4,1
51,0.8318303378473921,0.5285061946164207,483,4,1
52,0.5234289909347464,0.9775594308983512,1082,5,4
53,0.7908804256753825,0.5488599149088667,483,7,1
54,0.7991823071086317,0.5541327168269876,483,7,1
55,0.8056019526760893,0.5703705871508437,483,7,1
56,0.6017132619378175,0.5144288828629656,1100,0,3
57,0.7870439549137991,0.5524308443763293,483,7,1
58,0.5180896345334781,0.9810313051029896,1082,5,4
59,0.7912234371516381,0.559161448851922,483,7,1
60,0.6108457688349287,0.5119965908622376,1100,0,3
61,0.5951778999412357,0.5076009884589971,1100,0,3
62,0.7334397369575407,0.9466106225137508,265,6,2
63,0.7465695448680194,0.9281887075748132,265,6,2
64,0.5212994851184604,0.979316436628188,1082,5,4
65,0.7442078691310157,0.9398603523566372,265,6,2
66,0.5900139281917001,0.5124739292662859,1100,0,3
67,0.5201905488099081,0.9791811555075366,1082,5,4
68,0.8058604856020297,0.5325982087904346,483,4,1
69,0.3853201567425487,0.7877317195596891,1126,1,7
70,0.8591378440443754,0.8642768340472651,265,2,2
71,0.8257257923924437,0.549195506202481,483,4,1
72,0.3949970631500209,0.807268865999686,1126,1,7
