,0,1,cluster,actual_cluster,cluster_ids
0,0.8241373651133377,0.8877909979638042,880,6,3
1,0.8086083707544197,0.5436057214774896,649,4,1
2,0.8697294431844567,0.9399972751071498,880,6,3
3,0.8099568730078385,0.6008475729955894,649,5,1
4,0.8584002488945881,0.904117431584636,880,6,3
5,0.8598653932962057,0.9203120784071032,880,6,3
6,0.7989456485162492,0.5991580286151426,649,5,1
7,0.4032453393783637,0.7836165935253545,1202,1,2
8,0.8119870737501329,0.6247720320674325,649,5,1
9,0.8544114343112944,0.9203153623039816,880,6,3
10,0.8646986853869616,0.9176422870345374,880,6,3
11,0.8248157640804386,0.5336543567450303,649,4,1
12,0.8487354917340368,0.9292872726831716,880,6,3
13,0.8562999474585687,0.920746742553637,880,6,3
14,0.7880746960940407,0.627227077278242,649,5,1
15,0.7927094245455959,0.6089932298364078,649,5,1
16,0.8053365801586174,0.6110907637730592,649,5,1
17,0.817791512536267,0.5487265519470794,649,4,1
18,0.8154571837826252,0.5850117745173079,649,5,1
19,0.8626952072163425,0.9279672652128441,880,6,3
20,0.8083981224951028,0.5306213277029862,649,4,1
21,0.8159097917407652,0.5303371663633707,649,4,1
22,0.4246576474078265,0.7546067210740022,1202,1,2
23,0.8531434994750109,0.9156786320539432,880,6,3
24,0.8480733690571437,0.9045577839096028,880,6,3
25,0.8083016033550566,0.6259935645006597,649,5,1
26,0.8202808135121691,0.5398224584923315,649,4,1
27,0.8210126790792232,0.9378791282225536,880,6,3
28,0.8525730235563408,0.8704429226564505,880,2,3
29,0.7938080992285362,0.615100643511852,649,5,1
30,0.8024715849148492,0.6074009436957779,649,5,1
31,0.8484017351576087,0.923411933094822,880,6,3
32,0.8353372541139825,0.6032494242050443,649,5,1
33,0.8134883740090807,0.6080716532137969,649,5,1
34,0.828224471151043,0.5791888331790449,649,5,1
35,0.850756019450307,0.9066249825414108,880,6,3
36,0.8173164031919307,0.8982881527600873,880,6,3
37,0.8046331394691085,0.6095677434877644,649,5,1
38,0.8078176648526081,0.9174589488375102,880,6,3
