,0,1,2,3,4,5,6,7,8,9,10,11,12,13,cluster,actual_cluster,cluster_ids
0,0.7627168060679246,0.30355015430377713,0.4472290020898443,0.6827539531435236,0.4554307422366567,0.8213448834983322,0.4234030229796158,0.9171276266658728,0.8750592314195306,0.39863426535525065,0.6721803252962584,0.5834012117870833,0.3543632076755617,0.726868728110628,999,0,4
1,0.5440625097920592,0.2998370396155636,0.9889209172704624,0.5813587637339326,0.3959954068536627,0.7413607351377458,0.9932905488416686,0.9189871547375892,0.6983953865159552,0.8316796340497702,0.618103164843341,0.8384317380766245,0.6174300020350284,0.2599053112164017,1041,3,1
2,0.8797670976948359,0.4085538202659961,0.04092779272289605,0.5784880854593897,0.9829848072508276,0.4159354019881543,0.5204837190119691,0.9686195630793402,0.7447095551490954,0.8818318186152975,0.7611411074059544,0.8375674778506034,0.2236229116471475,0.5397985250843534,1014,2,3
3,0.7755281945597451,0.2972356402779311,0.44972269281431015,0.6620907082427789,0.4375958647691711,0.8225094182545926,0.4092914674998778,0.9237429512454538,0.8730477288770594,0.3825234891305385,0.6717995702330514,0.5849910042644162,0.3728377778234134,0.7327766783273376,999,0,4
4,0.5423182398099268,0.3010772456601627,0.9931841334393736,0.5824438317499689,0.3980032997473608,0.7442781561906321,0.9934103709041738,0.9133329381231068,0.6990855813304676,0.8311127443816773,0.6236125409582053,0.8447767817487323,0.6213133201030882,0.2641114654243479,1041,3,1
5,0.544070451142031,0.3028458019179973,0.9878429292192537,0.5818334777816419,0.399264767360608,0.7420413454590213,0.9940110136480876,0.9140851036316894,0.7005505738097749,0.8356464176760628,0.6259898967757025,0.8351503816382873,0.6222571135739062,0.2544400573481789,1041,3,1
6,0.8787984412234983,0.40587183398291626,0.04240874966111277,0.5765682228635995,0.9847256883918478,0.413817729960493,0.5186484057878464,0.9708290396821015,0.7452676116188023,0.8850346965756453,0.7641105840317922,0.8354455433529039,0.22441834997228693,0.5392420138745787,1014,2,3
7,0.8786849244179563,0.4089786561672845,0.04011657827360887,0.5786109451189333,0.9821533456312824,0.4161943251950918,0.5206963224742611,0.9697574498674086,0.7433398857237843,0.8820664303459852,0.7608288851889139,0.8360782380216389,0.2222566824799374,0.539390577132859,1014,2,3
8,0.8795434502118693,0.4108323439520956,0.041821838571379735,0.5792949035890474,0.9822406118668798,0.4144893730327963,0.5198723228312527,0.9684841168828596,0.7412597429270782,0.8831457682214182,0.7588301323766298,0.8347043762716243,0.2203304043291472,0.5373672224346214,1014,2,3
9,0.7520389299080183,1.003448100458652,0.9218253616681784,0.6454807303688511,0.9738961470562736,0.9673588724488156,0.5611310702057604,0.7013500778151274,0.6797299743501568,0.2848777509419215,0.9860942191232231,0.999582659935222,0.981389521091352,0.8134235453619559,1004,4,2
10,0.7650499277243926,0.29976504601440834,0.4462814010017123,0.6782292598434547,0.4529839767585098,0.8190378869899198,0.4179952957612805,0.9248300353045762,0.8799242935257015,0.3920856143245613,0.6667007354339511,0.5843685634130519,0.3612823231714339,0.7337909011718753,999,0,4
11,0.5456166328634953,0.298946061119659,0.9890665044024542,0.5796171314431995,0.3956434720905401,0.7394988719441425,0.9917350314033809,0.9190743439463986,0.6989949630095402,0.8305340601815396,0.6207786058616828,0.8404290906821746,0.6197778935761971,0.2601736555601814,1041,3,1
12,0.7545980878453852,0.994538797691026,0.9204410952533818,0.6474805450374611,0.9798121919238292,0.9711974828687132,0.5619920905655498,0.6988235825433214,0.6844343404156671,0.2899927329844064,0.9975585093298692,0.9963627901838392,0.9828416601179542,0.8141955489629925,1004,4,2
13,0.7666902831919856,0.2980893301990549,0.4481296578255924,0.6812334217685728,0.4495623975059549,0.8228302145485102,0.41764157833774535,0.924277675466744,0.8806056679082532,0.3951911803749066,0.6716641810219671,0.5828637857804786,0.3617725669037563,0.7329009185576518,999,0,4
14,0.7641089165201387,0.3029689734287917,0.4400397019204743,0.6884317667681314,0.44889936029554783,0.8118894797886619,0.4268759442295304,0.9228239757417392,0.8739060674450534,0.4011566660451272,0.6740534947160146,0.5744653242203912,0.348126405562221,0.721157208433152,999,0,4
15,0.44855827913874297,0.8993681485872723,0.7733135390656453,0.6601757804833405,0.7300631077446316,0.8548944816196654,0.9716336210900518,0.8040447356041649,0.8676633842842629,0.4155967556104335,0.6110875519250519,0.21741586994691503,0.3789881410289375,0.9926214145574228,796,1,0
