x,y,cluster,_id
0.5455421625362482,0.5581083799550909,1,240
0.6678572490011846,0.5194365155741136,1,241
0.6380742923376739,0.5580724961533652,1,242
0.6395942750149664,0.5785675838783866,1,243
0.6126538557884592,0.6435129154501514,1,244
0.5641088783122248,0.5715310965763591,1,245
0.62511728916609,0.6082891581986332,1,246
0.7197882214079795,0.6128300901988288,1,247
0.6776723885381418,0.5775584878783431,1,248
0.559163627408939,0.5959788394308612,1,249
0.69283400345605,0.5582073322568193,1,250
0.6545531548132077,0.583144399680308,1,251
0.7178617070509364,0.541066836299184,1,252
0.5452789253128065,0.5775400022835147,1,253
0.5381152639377741,0.5441321828769022,1,254
0.5659632147209048,0.603823255965682,1,255
0.7183467853215527,0.6007850940862407,1,256
0.6040965231457698,0.5940552501807782,1,257
0.7390852081909234,0.62046355347502,1,258
0.6248636049064021,0.5819591468354293,1,259
0.5705698661311346,0.560996482300043,1,260
0.6051898067753865,0.6086860547934778,1,261
0.6044998705042691,0.5567404459377905,1,262
0.6417256473725104,0.505407036487302,1,263
0.5791728407117595,0.5441191342217293,1,264
0.599777522088575,0.5692965143779869,1,265
0.5975293912851496,0.534504450135108,1,266
0.6576249633803056,0.5715387082918767,1,267
0.6246184121700512,0.5682982922572543,1,268
0.6832948384275397,0.5819091269905995,1,269
0.6456158265011952,0.5565958233429568,1,270
0.6130731247532151,0.547658581937399,1,271
0.6107082355039082,0.5712994829470388,1,272
0.6774834521438974,0.5666693851364943,1,273
0.6789970661786872,0.48644625313303647,1,274
0.6226197198646451,0.5766037612748536,1,275
0.6603656025372672,0.572305316783289,1,276
0.6025064854009485,0.5587347154033937,1,277
0.6043257942758641,0.5915151119737722,1,278
0.6178113947751657,0.5675751792830851,1,279
0.595177239320848,0.519548516531015,1,280
0.6388714340909187,0.5729251279040054,1,281
0.5720972788913468,0.5710243738004752,1,282
0.637265474739841,0.5690812115676328,1,283
0.6094525514904746,0.5643260641450141,1,284
0.5542215608269045,0.5018491031768039,1,285
0.609272106619567,0.5736667264730029,1,286
0.6186414411813407,0.5705915934039049,1,287
0.649188634945166,0.5546059034290779,1,288
0.6120753707611377,0.5614488356793728,1,289
0.6278239622297042,0.5768190640852077,1,290
0.5824240327093478,0.5586890451102883,1,291
0.6092986426299946,0.5674707900417013,1,292
0.6126443028247053,0.5702990860504439,1,293
0.5933122885079969,0.5681177858606947,1,294
0.6940918103503178,0.5904081510599314,1,295
0.6080769247099084,0.5467788851011542,1,296
0.6094727188583996,0.582383228128551,1,297
0.6885213710413579,0.5576299292654151,1,298
0.6471580994272468,0.5289283248245228,1,299
0.8251032781525842,0.2819792635121543,2,552
0.828716421332405,0.28909186796935743,2,553
0.8321735327709114,0.2818857481500813,2,554
0.8241532889792764,0.2875716996417057,2,555
0.8293140122872342,0.28976713587455893,2,556
0.8298627769828768,0.2906609687539078,2,557
0.8299901498329293,0.29050655966769423,2,558
0.8316831472982096,0.291518917831531,2,559
0.8322722467297021,0.29105025363323495,2,560
0.8346711020723563,0.3117845667030942,2,561
0.8170416381846821,0.2572531493472954,2,562
0.829782107511177,0.2912307600297944,2,563
0.8326108462227582,0.3046676126941667,2,564
0.8277452033507551,0.28892875977969523,2,565
0.7854170823974967,0.19354961479282543,2,566
0.8270595128413062,0.2993394118318681,2,567
0.8213946053352241,0.28374735628809256,2,568
0.8348069664457455,0.287201987745138,2,569
0.8134868742278021,0.2358055097946468,2,570
0.8505491892718094,0.34298825077340467,2,571
0.8301185841233988,0.2845400620898509,2,572
0.8095298243528398,0.24880414512279328,2,573
0.8319485074024855,0.29163961789188103,2,574
0.8227819079603785,0.26107640531297743,2,575
0.822438001265237,0.28701386963306097,2,576
0.8273461017539241,0.2896573096935197,2,577
0.8262337121967995,0.2968993133145215,2,578
0.8327774923682434,0.31160406030653465,2,579
0.8473309019271512,0.323557715832912,2,580
0.8392459102700729,0.3099577549788775,2,581
0.8212629867235033,0.25474345800235965,2,582
0.82950613300273,0.2877859150641287,2,583
0.8372737539750944,0.2992480712456572,2,584
0.8425820175010296,0.30190673473715113,2,585
0.8291240144525727,0.28929303473660745,2,586
0.8250321616446382,0.2736520467359333,2,587
0.8306790246636295,0.2946027500040777,2,588
0.8398392554632338,0.30715881844427406,2,589
0.8140016728300974,0.25253823527812663,2,590
0.8004534473461866,0.20522054945712156,2,591
0.8320270539933511,0.29434938861613574,2,592
0.8101709343647704,0.25954210094222163,2,593
0.82834810150767,0.2887352047279627,2,594
