,x,y,cluster,_id,actual_cluster,cluster_ids
0,0.7123676914520081,0.5489471366357305,21,180,1,0
1,0.6253953865553711,0.5451238806700485,21,181,1,0
2,0.6499093529883794,0.5331376035057387,21,182,1,0
3,0.6194672418258473,0.6301162961392291,21,183,1,0
4,0.6458111315379422,0.6144753081385551,21,184,1,0
5,0.591654318576481,0.5686516933348557,21,185,1,0
6,0.6201518708948792,0.5689985700848706,21,186,1,0
7,0.6242076347286322,0.5713516775677306,21,187,1,0
8,0.6165164374662992,0.6391329168637557,21,188,1,0
9,0.6159347681177265,0.5305996400745948,21,189,1,0
10,0.6489084146750507,0.5592925454120384,21,190,1,0
11,0.7173331097232188,0.6536397592523121,21,191,1,0
12,0.6364502884995054,0.5614945059724782,21,192,1,0
13,0.6298120401309393,0.5663344696537214,21,193,1,0
14,0.581237342323026,0.5751020785420302,21,194,1,0
15,0.6058149951810605,0.6221957624492326,21,195,1,0
16,0.6224859783720901,0.6732257906669494,21,196,1,0
17,0.6000747254053641,0.5687169366107205,21,197,1,0
18,0.6529259666537879,0.5740310014299151,21,198,1,0
19,0.6313235312848948,0.5690475025417693,21,199,1,0
20,0.6084452445346433,0.5742136826023369,21,200,1,0
21,0.6231695460007048,0.5711918315418617,21,201,1,0
22,0.6228022876163869,0.5684342157486394,21,202,1,0
23,0.6095310980813403,0.6288831982253829,21,203,1,0
24,0.7046499581792476,0.5767451217058942,21,204,1,0
25,0.6174345834270939,0.5720334698005187,21,205,1,0
26,0.619053280063177,0.5857726163097315,21,206,1,0
27,0.6333890943365785,0.6175123826300651,21,207,1,0
28,0.6237321094217697,0.4631881126751374,469,208,1,7
29,0.6281031210594025,0.5670825925503052,21,209,1,0
30,0.5942760764067271,0.5624329217570014,21,210,1,0
31,0.6188749580731036,0.5916738706117101,21,211,1,0
32,0.6158519757651923,0.5502378661099241,21,212,1,0
33,0.6220868767752591,0.5745812197230423,21,213,1,0
34,0.5943408242721703,0.5628069832052934,21,214,1,0
35,0.6225231287866887,0.5363388735748422,21,215,1,0
36,0.6221346415940288,0.5682765444986326,21,216,1,0
37,0.62233206951161,0.5697423434297303,21,217,1,0
38,0.6874280874117412,0.5648436608002088,21,218,1,0
39,0.5946327203868738,0.5587956091275343,21,219,1,0
40,0.6134775335521316,0.5708699647142617,21,220,1,0
41,0.6267041425896599,0.5690311917228029,21,221,1,0
42,0.6199024323968598,0.5698554317745628,21,222,1,0
43,0.6416768211133236,0.5230683912639253,21,223,1,0
44,0.6156725923347018,0.5871775215166887,21,224,1,0
45,0.5915747105451983,0.6154332969058376,21,225,1,0
46,0.6778018842690284,0.6091666802590158,21,226,1,0
47,0.5770255467479588,0.4669656983477141,469,227,1,7
48,0.6274651953687231,0.512918712315212,21,228,1,0
49,0.5833538545147307,0.5618196349638716,21,229,1,0
50,0.6452411380339576,0.5737232706454191,21,230,1,0
51,0.6081724543474477,0.5800322954215531,21,231,1,0
52,0.5529552624092999,0.6256569182338645,21,232,1,0
