,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,cluster,_id
1997-12-31,1.0333333313465118,1.0325833360354106,1.0383333265781416,1.0359166661898291,1.0342500110467276,1.501000011960665,5.162583341201138,2.9445833762486764,0.8584166665871941,0.8623333424329759,0.8662499984105428,0.8689166704813639,0.8746666610240936,0.8595833331346511,2.977916593352953,0.8805833359559377,0.8716666648785273,1.869499961535133,0.8524999966224035,0.8707500000794729,0.8682499925295512,0.8802500069141388,0.8749999950329462,0.8770833313465118,0,489
1998-01-01,2.9754167298475864,0.8841666777928672,0.8845000018676122,0.8890000035365423,0.8900000005960464,0.8748333305120468,0.8657499998807907,2.944333304961523,0.861666664481163,1.4340000053246815,0.8563333253065745,1.1610833257436757,1.2547500133514409,2.943249985575672,0.8687500009934106,7.058083350459733,2.0111666669448205,14.209416786829633,6.220583359400426,1.0125833153724677,1.0189166863759376,1.0139166712760928,3.1301667292912785,1.0316666563351944,1,490
1998-01-02,1.0272499918937683,1.035666654507321,1.0324999988079078,1.0316666662693037,3.1391666630903816,0.8912499994039541,0.8481666694084803,2.027166659633318,3.543583258986472,3.300416737794873,0.8552500059207279,2.896000042557717,1.443833326299985,0.8610833336909612,0.8321666618188223,3.462499971191089,3.0145833740631747,0.8923333237568537,0.9870833357175192,2.603916739424072,2.035416647791864,1.0164999912182486,1.0183333357175193,1.0302499830722818,2,491
1998-01-03,1.0156666537125918,1.0248333414395658,3.147833347320558,1.0264166593551642,1.0293333331743886,1.5763333340485888,1.3371666669845579,3.9124166617790896,0.8540000021457673,0.8577499936024348,2.94625004629294,0.8631666700045267,0.8622500052054723,0.8599999944368997,3.62666664024194,0.8834166675806046,6.790166666110362,14.158833344777438,2.5571666409571945,0.9389166831970212,0.8774999876817069,2.9445833166440303,0.8715833375851313,0.8846666663885117,1,492
1998-01-04,0.8936666746934255,0.8906666735808054,0.8922499914964042,4.044416675964994,0.8883333404858909,0.8908333430687586,1.4709166536728542,2.9213333328564954,0.8671666632095971,0.8530833323796592,0.8596666653951011,2.8975833356380467,0.8602500011523565,0.8739999930063883,0.8897499988476435,0.8895833343267441,0.8777499993642172,1.4380833258231482,0.8548333346843721,0.8648333350817362,0.8718333393335342,3.100999961296718,0.868999992807706,0.8697500030199685,1,493
1998-01-05,0.8894999921321869,0.8945000121990841,0.9004166722297668,0.8977500001589457,3.0142500599225337,0.8936666697263718,1.4278333286444342,2.469583357373877,1.898333316047984,13.76133338610331,2.1910000344117444,2.9871666928132368,0.9805000027020768,4.610166693727173,4.463833317160606,2.5315833340088534,3.0219167023897167,14.859000126520796,4.960916802287106,1.0310833156108865,1.0137499918540331,3.1363333264986704,1.0327500005563108,1.0396666725476582,1,494
1998-01-06,1.0399166544278469,1.0390833417574583,1.0352499981721237,1.0377500156561534,4.222583363453547,0.9586666574080788,1.4502499898274737,1.456249997019768,6.108000059922541,3.551749949653942,0.8652500013510386,0.8894166698058447,3.4491667101780545,0.8670833408832549,0.8679999907811484,0.866249998410543,0.8742500046888986,0.8976666678984957,2.94574999809265,2.13799999654293,1.077583342790605,1.0217499981323883,1.0434166590372729,1.031166642904281,2,495
1998-01-07,1.0371666649977376,1.0460000038146977,3.1803333361943533,1.0414166549841568,1.043166667222977,0.8921666642030082,0.8623333275318146,4.618833397825559,10.561499863862993,0.8830000013113023,0.8640833298365275,1.2193333307902017,1.8615833123524963,0.8494166632493337,0.8656666626532873,1.3713333110014598,1.2081666737794876,4.999666626254712,13.828083276748679,5.3253333171208705,1.6484166880448639,3.150666654109955,1.0404166678587587,1.0486666361490875,2,496
1998-01-08,1.059250007073085,1.0570833285649603,1.049249996741613,3.165000021457676,1.0528333385785418,0.912666668494542,3.704583307107288,0.8530833373467126,0.8510833332935968,0.862666666507721,4.216333399216335,0.8793333421150843,1.9398333430290249,2.6419166376193366,7.708083311716718,3.1776666591564817,1.93058336774508,0.8733333349227905,1.397416656215985,1.77566667397817,1.0068333446979525,1.616333365440368,1.0374166766802475,1.0555833280086524,0,497
1998-01-09,2.109583308299381,2.1038333177566515,1.046500017245611,1.0454166630903885,0.9441666702429456,0.8735000044107438,0.8650833268960317,2.014250015219052,5.061083321770028,5.9085831989844655,2.981416672468186,2.9230833897987982,3.8445001095533393,1.879916643102968,1.9385000318288763,0.8830000112454096,1.9345833659172025,0.8697499980529148,1.8910000324249283,1.9050000061591443,1.8909999926885,0.8699999948342639,1.937499985098836,0.8785833319028219,0,498
